Time,Amplitude,Frequency
1002572500,42.4221311,74.24221311
1002580000,42.31620823,74.23162082
1002587500,42.21054984,74.22105498
1002595000,42.10515526,74.21051553
1002602500,42.00002384,74.20000238
1002610000,41.89515492,74.18951549
1002617500,41.79054785,74.17905479
1002625000,41.68620197,74.1686202
1002632500,41.58211662,74.15821166
1002640000,41.47829117,74.14782912
1002647500,41.37472495,74.1374725
1002655000,41.27141733,74.12714173
1002662500,41.16836765,74.11683677
1002670000,41.06557528,74.10655753
1002677500,40.96303956,74.09630396
1002685000,40.86075986,74.08607599
1002692500,40.75873555,74.07587355
1002700000,40.65696597,74.0656966
1002707500,40.55545051,74.05554505
1002715000,40.45418851,74.04541885
1002722500,40.35317935,74.03531794
1002730000,40.2524224,74.02524224
1002737500,40.15191703,74.0151917
1002745000,40.05166261,74.00516626
1002752500,39.95165851,73.99516585
1002760000,39.85190411,73.98519041
1002767500,39.75239878,73.97523988
1002775000,39.65314191,73.96531419
1002782500,39.55413287,73.95541329
1002790000,39.45537104,73.9455371
1002797500,39.3568558,73.93568558
1002805000,39.25858655,73.92585866
1002812500,39.16056267,73.91605627
1002820000,39.06278354,73.90627835
1002827500,38.96524855,73.89652485
1002835000,38.86795709,73.88679571
1002842500,38.77090856,73.87709086
1002850000,38.67410235,73.86741023
1002857500,38.57753785,73.85775378
1002865000,38.48121446,73.84812145
1002872500,38.38513157,73.83851316
1002880000,38.2892886,73.82892886
1002887500,38.19368493,73.81936849
1002895000,38.09831997,73.809832
1002902500,38.00319313,73.80031931
1002910000,37.90830381,73.79083038
1002917500,37.81365142,73.78136514
1002925000,37.71923536,73.77192354
1002932500,37.62505504,73.7625055
1002940000,37.53110989,73.75311099
1002947500,37.4373993,73.74373993
1002955000,37.34392269,73.73439227
1002962500,37.25067949,73.72506795
1002970000,37.1576691,73.71576691
1002977500,37.06489095,73.7064891
1002985000,36.97234445,73.69723445
1002992500,36.88002904,73.6880029
1003000000,36.78794412,73.67879441
1003007500,36.69608912,73.66960891
1003015000,36.60446348,73.66044635
1003022500,36.51306662,73.65130666
1003030000,36.42189796,73.6421898
1003037500,36.33095694,73.63309569
1003045000,36.24024298,73.6240243
1003052500,36.14975553,73.61497555
1003060000,36.05949402,73.6059494
1003067500,35.96945787,73.59694579
1003075000,35.87964654,73.58796465
1003082500,35.79005945,73.57900595
1003090000,35.70069606,73.57006961
1003097500,35.61155579,73.56115558
1003105000,35.52263809,73.55226381
1003112500,35.43394241,73.54339424
1003120000,35.3454682,73.53454682
1003127500,35.25721489,73.52572149
1003135000,35.16918194,73.51691819
1003142500,35.0813688,73.50813688
1003150000,34.99377491,73.49937749
1003157500,34.90639974,73.49063997
1003165000,34.81924273,73.48192427
1003172500,34.73230334,73.47323033
1003180000,34.64558103,73.4645581
1003187500,34.55907526,73.45590753
1003195000,34.47278548,73.44727855
1003202500,34.38671115,73.43867112
1003210000,34.30085174,73.43008517
1003217500,34.21520671,73.42152067
1003225000,34.12977553,73.41297755
1003232500,34.04455766,73.40445577
1003240000,33.95955256,73.39595526
1003247500,33.87475972,73.38747597
1003255000,33.79017859,73.37901786
1003262500,33.70580865,73.37058086
1003270000,33.62164937,73.36216494
1003277500,33.53770023,73.35377002
1003285000,33.45396069,73.34539607
1003292500,33.37043025,73.33704302
1003300000,33.28710837,73.32871084
1003307500,33.20399453,73.32039945
1003315000,33.12108822,73.31210882
1003322500,33.03838892,73.30383889
1003330000,32.95589611,73.29558961
1003337500,32.87360927,73.28736093
1003345000,32.79152789,73.27915279
1003352500,32.70965146,73.27096515
1003360000,32.62797946,73.26279795
1003367500,32.54651139,73.25465114
1003375000,32.46524674,73.24652467
1003382500,32.38418499,73.2384185
1003390000,32.30332564,73.23033256
1003397500,32.22266819,73.22226682
1003405000,32.14221213,73.21422121
1003412500,32.06195696,73.2061957
1003420000,31.98190218,73.19819022
1003427500,31.90204729,73.19020473
1003435000,31.82239178,73.18223918
1003442500,31.74293516,73.17429352
1003450000,31.66367694,73.16636769
1003457500,31.58461661,73.15846166
1003465000,31.50575369,73.15057537
1003472500,31.42708768,73.14270877
1003480000,31.34861809,73.13486181
1003487500,31.27034443,73.12703444
1003495000,31.1922662,73.11922662
1003502500,31.11438293,73.11143829
1003510000,31.03669413,73.10366941
1003517500,30.9591993,73.09591993
1003525000,30.88189797,73.0881898
1003532500,30.80478965,73.08047896
1003540000,30.72787386,73.07278739
1003547500,30.65115012,73.06511501
1003555000,30.57461795,73.05746179
1003562500,30.49827687,73.04982769
1003570000,30.42212641,73.04221264
1003577500,30.34616608,73.03461661
1003585000,30.27039542,73.02703954
1003592500,30.19481395,73.01948139
1003600000,30.11942119,73.01194212
1003607500,30.04421668,73.00442167
1003615000,29.96919995,72.99692
1003622500,29.89437053,72.98943705
1003630000,29.81972794,72.98197279
1003637500,29.74527173,72.97452717
1003645000,29.67100143,72.96710014
1003652500,29.59691657,72.95969166
1003660000,29.52301669,72.95230167
1003667500,29.44930133,72.94493013
1003675000,29.37577003,72.937577
1003682500,29.30242233,72.93024223
