Time,Amplitude,Frequency,Device,Channel,Activate
1001042500,63.58068125,98.25808056,AOM,5,
1001042500,63.58068125,98.25808056,AOM,7,
1001042500,63.58068125,98.25808056,AOM,9,
1001050000,63.42192807,98.18752359,AOM,1,
1001050000,63.42192807,98.18752359,AOM,5,
1001050000,63.42192807,98.18752359,AOM,7,
1001050000,63.42192807,98.18752359,AOM,9,
1001057500,63.26357128,98.11714279,AOM,1,
1001057500,63.26357128,98.11714279,AOM,5,
1001057500,63.26357128,98.11714279,AOM,7,
1001057500,63.26357128,98.11714279,AOM,9,
1001065000,63.10560989,98.04693773,AOM,1,
1001065000,63.10560989,98.04693773,AOM,5,
