Time,Amplitude,Frequency
11805000,,108.3714286
11820000,,108.3857143
11835000,,108.4
11850000,,108.4142857
11865000,,108.4285714
11880000,,108.4428571
11895000,,108.4571429
11910000,,108.4714286
11925000,,108.4857143
11940000,,108.5
11955000,,108.5142857
11970000,,108.5285714
11985000,,108.5428571
12000000,,108.5571429
12015000,,108.5714286
12030000,,108.5857143
12045000,,108.6
12060000,,108.6142857
12075000,,108.6285714
12090000,,108.6428571
12105000,,108.6571429
12120000,,108.6714286
12135000,,108.6857143
12150000,,108.7
12165000,,108.7142857
12180000,,108.7285714
12195000,,108.7428571
12210000,,108.7571429
12225000,,108.7714286
12240000,,108.7857143
12255000,,108.8
12270000,,108.8142857
12285000,,108.8285714
12300000,,108.8428571
12315000,,108.8571429
12330000,,108.8714286
12345000,,108.8857143
12360000,,108.9
12375000,,108.9142857
12390000,,108.9285714
12405000,,108.9428571
12420000,,108.9571429
12435000,,108.9714286
12450000,,108.9857143
12465000,,109
12480000,,109.0142857
12495000,,109.0285714
12510000,,109.0428571
12525000,,109.0571429
12540000,,109.0714286
12555000,,109.0857143
12570000,,109.1
12585000,,109.1142857
12600000,,109.1285714
12615000,,109.1428571
12630000,,109.1571429
12645000,,109.1714286
12660000,,109.1857143
12675000,,109.2
12690000,,109.2142857
12705000,,109.2285714
12720000,,109.2428571
12735000,,109.2571429
12750000,,109.2714286
12765000,,109.2857143
12780000,,109.3
12795000,,109.3142857
12810000,,109.3285714
12825000,,109.3428571
12840000,,109.3571429
12855000,,109.3714286
12870000,,109.3857143
12885000,,109.4
12900000,,109.4142857
12915000,,109.4285714
12930000,,109.4428571
12945000,,109.4571429
12960000,,109.4714286
12975000,,109.4857143
12990000,,109.5
13005000,,109.5142857
13020000,,109.5285714
13035000,,109.5428571
13050000,,109.5571429
13065000,,109.5714286
13080000,,109.5857143
13095000,,109.6
13110000,,109.6142857
13125000,,109.6285714
13140000,,109.6428571
13155000,,109.6571429
13170000,,109.6714286
13185000,,109.6857143
13200000,,109.7
13215000,,109.7142857
13230000,,109.7285714
13245000,,109.7428571
13260000,,109.7571429
13275000,,109.7714286
13290000,,109.7857143
13305000,,109.8
13320000,,109.8142857
13335000,,109.8285714
13350000,,109.8428571
13365000,,109.8571429
13380000,,109.8714286
13395000,,109.8857143
13410000,,109.9
13425000,,109.9142857
13440000,,109.9285714
13455000,,109.9428571
13470000,,109.9571429
13485000,,109.9714286
13500000,,109.9857143
13515000,,110
